Exact Output,Approx Output,Absolute Error,MSE
-1.4719712734222412,5.00050403480418,6.472475051879883,51.94657516479492
-6.238697528839111,-2.9999134600366233,3.238784074783325,51.72445297241211
-5.8756890296936035,8.996021708939224,14.871709823608398,53.1826057434082
-8.030658721923828,-2.0003810162306763,6.030277729034424,52.96286392211914
6.910651206970215,5.000530149845872,1.910120964050293,52.61826705932617
5.883959770202637,4.003684281371534,1.8802757263183594,52.37540817260742
-2.675232172012329,7.0003418374981266,9.67557430267334,53.050872802734375
-7.672043323516846,-0.0051443809643387794,7.666898727416992,53.05025863647461
-5.5307183265686035,2.994861595798284,8.525579452514648,53.3791389465332
11.620187759399414,1.999624158925144,9.620563507080078,53.04731369018555
-0.08731676638126373,2.0067436527460814,2.0940604209899902,53.081512451171875
-6.966972351074219,-5.999808374006534,0.9671640396118164,52.70961380004883
-10.757501602172852,3.0019335988909006,13.759435653686523,53.28459930419922
-10.58991527557373,-0.9952753796242177,9.594639778137207,53.127655029296875
-1.2092119455337524,0.9961328573990613,2.2053446769714355,53.15422821044922
3.664607524871826,6.004116620402783,2.3395090103149414,53.092071533203125
-16.014211654663086,-3.004537235479802,13.009674072265625,52.41079330444336
-4.504958629608154,0.0013782491441816092,4.506336688995361,52.410892486572266
-15.655783653259277,1.0064372774213552,16.662220001220703,52.665000915527344
3.080352783203125,-0.996676605194807,4.077029228210449,52.72072982788086
-11.241742134094238,2.0024748081341386,13.244216918945312,53.103797912597656
-1.3073866367340088,5.996981379576027,7.304368019104004,53.50727081298828
-9.892694473266602,-0.9957485739141703,8.89694595336914,53.36110305786133
0.9177182912826538,3.0002815928019118,2.0825634002685547,53.388404846191406
3.808279514312744,4.995488214306533,1.187208652496338,53.286109924316406
0.23515069484710693,-1.001485470798798,1.2366361618041992,53.29762649536133
-10.850560188293457,-6.000035723758629,4.850524425506592,52.5616340637207
-2.2255446910858154,4.003458317602053,6.229002952575684,52.82606506347656
-4.6690673828125,-1.0000614027885604,3.669005870819092,52.760921478271484
-0.5461617708206177,2.9997635474137496,3.5459251403808594,52.85681915283203
-10.06762981414795,-3.999799070908921,6.067831039428711,52.35261154174805
-1.1192432641983032,-8.999559683463303,7.880316257476807,52.82797622680664
-17.04001235961914,-0.0037289096508175135,17.036283493041992,52.82698440551758
-9.9313383102417,9.001890386920422,18.9332275390625,54.85694885253906
-10.455256462097168,0.004459959454834461,10.459716796875,54.8576774597168
-8.447331428527832,7.005025454796851,15.452356338500977,56.16563415527344
-7.240289211273193,10.000007272949006,17.240297317504883,58.078182220458984
-5.49880313873291,-5.991845891810954,0.4930429458618164,57.84385681152344
-4.368536472320557,-0.9970162909012288,3.3715200424194336,57.783565521240234
-13.01653003692627,1.9972751589957625,15.013805389404297,58.220943450927734
-1.9164888858795166,5.004482465330511,6.920970916748047,58.566463470458984
-9.72284984588623,-1.0001589435851201,8.72269058227539,58.42233657836914
-6.570586681365967,1.0017979383701459,7.572384834289551,58.533023834228516
4.431759357452393,4.99699308630079,0.5652337074279785,58.382076263427734
6.609393119812012,3.0007066396065056,3.6086864471435547,58.14253234863281
0.16043145954608917,0.9935245732776821,0.8330931067466736,58.14775466918945
4.362823009490967,9.998511166661046,5.635688304901123,58.24718475341797
5.849757671356201,1.9990563078899868,3.850701332092285,58.09568786621094
-12.783801078796387,6.9997796086536255,19.783580780029297,59.87666320800781
-2.332509756088257,9.996309130452573,12.328819274902344,61.02165985107422
8.910088539123535,3.0051567531190813,5.904932022094727,60.67383575439453
-11.367073059082031,0.9973742228467017,12.364447593688965,60.85874938964844
1.5620959997177124,1.9901241082698107,0.4280281066894531,60.84111785888672
-2.400508165359497,0.9995138776139356,3.400022029876709,60.88641357421875
7.576969146728516,5.999271168722771,1.57769775390625,60.457340240478516
-7.729659080505371,3.0057534934021533,10.73541259765625,60.89094543457031
0.3497852385044098,4.996496735839173,4.646711349487305,61.058677673339844
0.4318578541278839,4.998443863471039,4.566586017608643,61.22013854980469
-4.190929889678955,0.9975390392355621,5.188468933105469,61.293235778808594
-0.026559608057141304,-1.9962928157765418,1.9697332382202148,61.32353973388672
-3.980839490890503,-0.0029830452986061573,3.977856397628784,61.32335662841797
-6.859006404876709,-0.9994278082158417,5.859578609466553,61.22404479980469
-9.533435821533203,1.0014905978459865,10.534926414489746,61.381065368652344
3.1986875534057617,7.003671609330922,3.8049840927124023,61.41423797607422
1.6320148706436157,2.0054496019147336,0.3734346628189087,61.39451599121094
-1.2713087797164917,12.009039707481861,13.280348777770996,62.759761810302734
-0.09471237659454346,8.00130695453845,8.09601879119873,63.271766662597656
-10.019200325012207,8.997672630939633,19.01687240600586,65.31283569335938
-0.5193080306053162,4.99896613729652,5.518274307250977,65.54862976074219
-11.677705764770508,-4.00319106481038,7.6745147705078125,64.94338989257812
2.613443374633789,12.999086007592268,10.385643005371094,65.73270416259766
-10.133445739746094,-4.999650389770977,5.133795261383057,65.13636779785156
1.0514304637908936,3.998980517615564,2.947550058364868,65.19561004638672
-9.640496253967285,1.997925225412473,11.638422012329102,65.52774810791016
-12.889412879943848,-0.9992298598517664,11.890183448791504,65.33430480957031
9.03972339630127,7.999848578314413,1.0398750305175781,64.70433807373047
-4.314777374267578,4.0020202624145895,8.316797256469727,65.09927368164062
-7.8146796226501465,-4.997821091674268,2.8168587684631348,64.68415832519531
-7.78772497177124,1.9939110442064703,9.781636238098145,64.95784759521484
1.2256920337677002,17.006270083598793,15.780577659606934,66.89163208007812
-1.5230205059051514,4.001781650120392,5.524802207946777,67.11196899414062
-8.350685119628906,-1.9992132534389384,6.351471900939941,66.88233947753906
5.1781744956970215,6.992427363526076,1.8142528533935547,66.69857788085938
-10.4229097366333,1.9982469824608415,12.421156883239746,67.05520629882812
-12.684489250183105,-0.9966073506511748,11.687881469726562,66.86544799804688
9.89999008178711,12.001751774456352,2.101761817932129,66.13424682617188
-5.269209861755371,4.001264237216674,9.27047348022461,66.58876037597656
-4.825754642486572,4.003291561035439,8.829046249389648,67.01582336425781
-8.94395637512207,-1.0048109171912074,7.939145565032959,66.88328552246094
-3.4089252948760986,5.002153092995286,8.411078453063965,67.34520721435547
5.064648628234863,4.998479142901488,0.06616926193237305,67.14484405517578
2.908656120300293,2.996932570822537,0.08827638626098633,67.07881164550781
-1.0077871084213257,-0.0018339455127716064,1.0059531927108765,67.07878112792969
-9.015424728393555,-4.00035058989306,5.015074253082275,66.64028930664062
-5.431469440460205,-4.000623016094323,1.4308462142944336,66.42581176757812
-11.090084075927734,-2.0003355017397553,9.08974838256836,66.1104507446289
-16.544998168945312,-7.002998859388754,9.541999816894531,64.6832046508789
1.3498191833496094,2.999635809363099,1.6498165130615234,64.69023132324219
-6.094503402709961,1.001712858909741,7.096216201782227,64.79346466064453
-7.260185241699219,-4.001178328180686,3.259006977081299,64.46463775634766
1.2902191877365112,-2.0031530018895864,3.29337215423584,64.53636932373047
-10.996423721313477,1.0073486948385835,12.003772735595703,64.71737670898438
-8.013962745666504,-0.002342470455914736,8.01162052154541,64.71708679199219
-8.377375602722168,4.998887105262838,13.376262664794922,65.566650390625
-4.571488857269287,-7.003056148998439,2.4315671920776367,65.44957733154297
-4.1757426261901855,10.005341049283743,14.181083679199219,66.88446807861328
-2.3954286575317383,3.999442186730448,6.394870758056641,67.15912628173828
-10.056065559387207,3.0039511038921773,13.060016632080078,67.70162200927734
2.551137685775757,7.005147727206349,4.454010009765625,67.80575561523438
5.622934341430664,6.004293987061828,0.3813595771789551,67.55988311767578
-4.558771133422852,2.998891398194246,7.557662487030029,67.84375762939453
-3.0434584617614746,-7.999653862643754,4.95619535446167,67.96329498291016
2.482818841934204,13.001872808439657,10.519054412841797,68.77959442138672
1.1867436170578003,9.996435286710039,8.809691429138184,69.37492370605469
-7.877233028411865,-4.004723214078695,3.8725099563598633,69.00730895996094
-3.0070064067840576,10.003202031599358,13.010209083557129,70.2590560913086
-9.561854362487793,5.003401301335543,14.565256118774414,71.20216369628906
-0.30854102969169617,7.0040399162098765,7.312580585479736,71.61918640136719
-3.5854430198669434,3.0034570198040456,6.588900089263916,71.85792541503906
-4.292289733886719,0.9983931554015726,5.290682792663574,71.93267059326172
-7.140557765960693,3.0003380321140867,10.14089584350586,72.33775329589844
-11.558501243591309,5.995153099298477,17.553653717041016,73.70127868652344
-1.9058037996292114,1.9974353006109595,3.9032392501831055,73.79193115234375
-3.2301135063171387,5.000850797921885,8.230964660644531,74.23970031738281
0.5054551362991333,6.999366244242992,6.493911266326904,74.56716918945312
-7.236474514007568,1.9951779595576227,9.23165225982666,74.82386779785156
-2.1057674884796143,1.0012632943689823,3.1070308685302734,74.86463928222656
-7.409749507904053,-4.003521355101839,3.4062280654907227,74.5263442993164
